	Kingdom	Phylum	Class	Order	Family	Genus	Species	Score
f844e0a4aefc02856009b7b2f7c823cc	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	ND	ND	0.999019741
8d53b36ed674fdb91467b0ea77433c5c	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	ND	ND	0.9990487249
3114d1910b096cc8f21133daca4e6eca	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	ND	ND	0.9990711401
b472152437ce17f111c25ef374be3fbb	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	ND	ND	0.9990741336
391c97f9a0fd013f69b61776c81d57a8	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	ND	ND	0.9990836558
c6831d96261e88ce83549e67466f44d9	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	ND	ND	0.9993459349
b82cfd6d9879791d60a3268b95102b3a	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	ND	ND	0.999452707
e7d3683b19358c32eb21976b448ff7f0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	ND	ND	0.9997986592
cb9d2132f533f581de43952661603373	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	ND	ND	0.9999801286
2238b969fd3d4b31b616a58062d50a5b	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas	ND	0.7038115816
d9a00b8f432f879c8a111e44fd56bd20	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas	ND	0.7223900116
1d5ff67e70bd4d0e2b4c111492a38e72	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas	ND	0.7264972409
83de228c942cd4a3d5e83d7e99b5640f	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas	ND	0.7372865883
9a138f64fd37b393b8d5175b7666dbd9	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas	ND	0.7519772989
156f56fdad39c1e593f6d201dd6f22f4	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas	ND	0.7549872495
c55747e659e5f9e97244e6adae4e0936	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas	ND	0.7767552641
8d4ba646a684bc87ced387703e9db96d	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas	ND	0.7813565427
4fd2887ec32533e9a0af45e16e67692a	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas	ND	0.7837040686
c30cc55b221580507a9ae76d70eeb61e	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas	ND	0.7929027941
490654d8e0f0cb54699553e07ebce64f	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas	ND	0.8021697679
c707b76015f095bd13690469030f4b0b	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas	ND	0.8100785109
d01edea2b55f75075df9bc573ce623ec	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas	ND	0.8258011634
c7648c5b0383f84b880af478906a78f0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas	ND	0.8687319579
16724e01d3aaa9658ee2ffbaef0a52bb	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas	ND	0.8719361633
79aae451b2a8419172e8a859fff0fac1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas	ND	0.8752055671
e22a21d20f6d86a915d000828a03a5cd	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	ND	0.9695479083
bd54cdde92c9729991f2130849672d54	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	ND	0.9850700692
fb2e49f728e21970962d56af8d762535	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	ND	0.8570608166
ffe322d61c0daf7037da4b41bc424079	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	ND	0.8763779785
02f8e851798aaf96a5e0c7ec7727ef69	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	ND	0.9244221587
4d03578ea8ccff7b50256a1dff731562	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	ND	0.949208905
6498e8e6db0b2c1a69d55b614f1e990e	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	ND	0.9865582376
89d4e49f1670f0da90140cccadf033b5	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	ND	0.9891209711
ba9018a43159c043355262ce8836047b	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	ND	0.9923805225
46706c87aa4bc8e707c4cdaecc03e91f	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	ND	0.9930681674
425485e2fe00df952880016350be0f53	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	ND	0.9954696867
0f3b90a3bdc65f231f15aa844c59d33f	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	ND	0.9966831125
a81adcb4eeb60ea701a7f3769e11b4b0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	ND	0.9969373641
1c2168d60a700cc957ce651d5f630b04	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	ND	0.997128372
d8fdfef120a545bb86817fbdb1494b02	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	ND	0.9972171258
0f550841d33d078d8af5165c2c95b0ba	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	ND	0.9974902831
3f0d0c90520cc503b81338e11e01746b	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	ND	0.9980138771
4d5406d8383103f779d19a5f7158b8ee	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	ND	0.9987325082
3016340bcf527fab5f58e62970cde839	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	ND	0.9989194599
9e97b32e308d773f4ce14824950913ed	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	ND	0.9990429358
2a238a228a4f37256773a2e447a969c1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	ND	0.999171773
57239adb61a598bf70012ec64c6c6f3e	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rubrivivax	gelatinosus	0.7472832657
698b6e7a46745f54b25ae9bb01f62f16	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rubrivivax	gelatinosus	0.8132166837
4b9c0c293843a19e1633f07c612713b5	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rubrivivax	gelatinosus	0.8562085037
e214c235bbcdea4a2854f05f9338e646	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rubrivivax	gelatinosus	0.9242367127
e0a3987a2fe266afc201b2f3686818e1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rubrivivax	gelatinosus	0.9265198865
bf2b19a09e42c2f24d42ab12700ff3ef	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rubrivivax	ND	0.7281705718
48d5b9cb3e284ed23f024e82c88e99c1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Schlegelella	ND	0.9951281367
0dc9e423ef3e09ed5ddfdd7a876390a8	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Schlegelella	ND	0.9971024191
116d8c2bbbe432643c3c2a49f24e4296	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Tepidimonas	ND	0.9999355086
a5c96dd117e55a4988945f09df2931d1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Tepidimonas	ND	0.9999553673
ce515ffc3ba0b836529c0c0d4ef04895	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Tepidimonas	ND	0.9999639769
a8fa6b0ae1826265e33edf639dc4b983	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Tepidimonas	ND	0.9999765142
2b5e584feac23f2f4ea32e246ff13f8a	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Tepidimonas	ND	0.9999792043
220536927e32d2a915fbbfc9222a0a0a	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Tepidimonas	ND	0.9999800529
9104b7d71bb484861e912d634ef98d3d	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	ND	0.7126122624
f266490d285a4248fc39c29602097627	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	ND	0.747294233
33fa52c4eaf0c5f6483d391f0cd970c3	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	ND	0.7543944038
139a898757d6d1108b58044e646ad0ba	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	ND	0.7647044313
248f686bdd6646098cfcc7991e2949a7	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	ND	0.7681395528
e621b79c8016ecf8583888afaee27322	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	ND	0.7684337066
a666f6ed3abed5cb9ddb769ba6e806b9	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	ND	0.768949178
5d8cd04c3e4eed6be82fdf970babd2e2	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	ND	0.7846427869
4806b4a455c3e8a4c7296a168c45e004	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	ND	0.7871081568
d700c58a948769f972e3432a835bbba9	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	ND	0.7992474696
664200703a999f476d40c5d6ce30e351	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	ND	0.8053152152
1a8bcf3bc31c73941158a059e24d14ae	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	ND	0.8083861389
56c477764d3c0d3cffb184935018ed87	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	ND	0.8327214428
e9e3d13a5311f4aa12eb169ba4b44637	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	ND	0.8343797539
0306d5edcbf5ff3acc104d85989e31d5	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	ND	ND	ND	0.7014445293
8cb30aa7bf4ba86489d1388f6130a34c	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	ND	ND	ND	0.7058494557
317d1dd4db3b38ec989247ca6f018d47	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	ND	ND	ND	0.7134934597
1835f31a4c6746d71529544ec03ea0c0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	ND	ND	ND	0.7145930704
37f3a2d44a9c4bfda2f1eb252806f8ab	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	ND	ND	ND	0.7166513031
c30932680acc0f99852fa9b6214b3932	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	ND	ND	ND	0.7228631331
3c7fe145e1afc743525cfc7207952ef3	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	ND	ND	ND	0.7299629203
6a08d12d128c7ec728a0a52daa278521	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	ND	ND	ND	0.732762732
f8d29236b544f2c6d09628fd2d081d1a	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	ND	ND	ND	0.7340514766
1979e560d92330a862679bee27446221	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	ND	ND	ND	0.7385777955
251e2c0313e3eff79e1663c127da7027	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	ND	ND	ND	0.7418677644
caaa05c337a4cfa77b2ab72936bbaab8	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	ND	ND	ND	0.7428319274
5c83988fff4cbcbad26d5e14cb819d80	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	ND	ND	ND	0.743995837
5cfffdd881adc970a5315c37ae0830a7	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	ND	ND	ND	0.746997986
622f7cf6026e5a81112ae1a3e1dc9ace	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	ND	ND	ND	0.7478194656
3c123afa7d25e6c8ddf4e001954060dd	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	ND	ND	ND	0.7486842766
bcd9a9a7322340a25fceec548bf58246	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	ND	ND	ND	0.7536570382
d92eb438f883afe1ca04e65c7e8eb2f2	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	ND	ND	ND	0.7773784495
7642f52b23cf00de66aec358f3691213	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	ND	ND	ND	0.7786110756
340394523fa22d1a90c35785ece7244d	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	ND	ND	ND	0.7858427074
c31b3670838f7b7a7807e1eb58e91548	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	ND	ND	ND	0.7960379532
cec1c8842167ca8572074b801d342d77	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	ND	ND	ND	0.7983031585
ee62af8549ae7155361569031353f447	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	ND	ND	ND	0.8377917731
4ef6c56e124bbf48f7727ef2069335e2	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	ND	ND	ND	0.8405806968
0fc95c2d6e83d88c86446567098c314a	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	ND	ND	ND	0.8499362383
60e50784c4796380a24196861e9a7d99	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	ND	ND	ND	0.8511095212
9a995f0860495f45530d5ca9384bbdaf	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	ND	ND	ND	0.8514719501
af80f73b4197d9cfc0e98e69d172405c	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	ND	ND	ND	0.8621388389
59fdf116b4cc66d235f33cb17ad50e40	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	ND	ND	ND	0.8659464645
b2eb6fa6ebd26192d97f5b71104a0325	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	ND	ND	ND	0.8779563504
a3cf17092fc2b0e7388079141e1c681e	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	ND	ND	ND	0.8821280883
d5ee2fb8dd23b126495aa0281dd61d40	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	ND	ND	ND	0.8854798714
105e1f91a8201d759a15261c35d8df7e	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	ND	ND	ND	0.8857703067
46248812f0c3deb676388f7187adcb8f	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	ND	ND	ND	0.8995350679
f8aaec71475f6cf54c2a0d1557927a75	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	ND	ND	ND	0.9008770255
540eaf25f634c58dac375f2e8d630b4f	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	ND	ND	ND	0.9017312653
fcbaa7e6a8f2e13ec8df02bb765d404f	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	ND	ND	ND	0.9132439035
69344b4f03ece7a36b36bba0d64fa061	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	ND	ND	ND	0.9256944245
9b26bb83c34d4a17bf95da7c338cb67d	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	ND	ND	ND	0.9319836857
fdaa2f163f7deb9ed9b324c3b0b6325c	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	ND	ND	ND	0.934416461
ecea841d31a9f7a86e47c491bd49538f	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	ND	ND	ND	0.9624087239
c839aa78f59245be1a2c30ceef33069e	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	ND	ND	ND	0.963047515
b9928c63192b0a5dffc215443b0ee56c	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	ND	ND	ND	0.9719420403
9debcf43fe83df2a545bdcfa019e696d	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	ND	ND	ND	0.9959088213
29fe6027acfb92e451cfcd2461104ff9	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	ND	ND	ND	0.9990320081
d9013155c22991bf3b597a028575897c	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	ND	ND	ND	0.9995055184
39c785b58a13f587e05c59edb8f82ef7	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	ND	ND	ND	0.9996775014
1660efe011f8b0d90dbe0ed96bc64c7d	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Collimonas	ND	0.7362685358
0d3bd454250682ffc2a565f4693f5b51	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Collimonas	ND	0.7616051778
40dad29c4d57d90c2109a6e5ebe93ff2	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Cupriavidus	ND	0.8304138773
85927ab0057a63738776570e7ba2e863	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Cupriavidus	ND	0.9689169785
ee2da70459569508c981c37c13ae22cb	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Cupriavidus	ND	0.9989826017
58868b8b08efa140470ee5f59f31f690	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	ND	0.7013668904
73ba1b9f8262ad37910ce25f0e460613	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	ND	0.7647782489
0dd2f3df72b4a651033d8bed28a39302	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	ND	0.8330388329
465406679488012ff1a49ec88e2c7e39	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	ND	0.835878459
5c3a832ae7046d990bf49c4e1632fb89	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	ND	0.8574605055
00c5cf8eae8509930d266210d73e5339	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	ND	0.8639295394
e469c47e4fd3726ea9dfa68e58627f06	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	ND	0.9059909238
ec771507e75c2f8daa39cdfa4becd5d2	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	ND	0.945222232
865320a4e96ec603f821e6810cb6804a	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herminiimonas	ND	0.7162825362
1917ff303a883ecdf271f828dd35a3ab	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herminiimonas	ND	0.7890057819
1a7b08704c9e3128ff11c8923ee2e30b	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herminiimonas	ND	0.8266727255
f2a7f147857eb3db803c658edcaf9e38	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herminiimonas	ND	0.8841571113
6be4b49f556eec57168f9b6ba91baa76	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	ND	0.7008237703
cab8929f51dd561cbe8fc469cac265ce	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	ND	0.7093315734
1e90b269b7f6432129a8502c47574363	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	ND	0.7129002437
5f7fcd99a4f6a51b6dffc63d815f896a	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	ND	0.7181511095
755abf79b5db6a45c9b606aada737134	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	ND	0.7182440786
33deea0e3efd2bf687122ac807cd84a6	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	ND	0.71853885
4258d8391acffb88ff10b04f52fd3802	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	ND	0.7189898736
b58e856a6ee65a180fdafb3523ce0a82	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	ND	0.7380583061
e9594ca5d7c852d7b69d2a4600893245	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	ND	0.7462244344
02375bc8ca9ff7c6a590577a4ade4c76	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	ND	0.7535077191
b46e320af4d2da78ad95c8ef7f24a863	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	ND	0.7711440395
ec29e7e6fc815678c9b2e1d09f716f67	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	ND	0.7771001766
e1510e93d5691d792f7c44f268a8d70e	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	ND	0.7836934305
e271260a8fb650b9e47639abe69ff5c9	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	ND	0.7942881238
29036efbbd28ca52f4217f6ab34f392f	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	ND	0.8165482497
099eba814824f25f33df9ed755cc0404	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	ND	0.8213414771
409c451e6f6ab9821a0761496c88f148	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	ND	0.8239484795
5e53eb7f139a573f0e5878c4aae65417	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	ND	0.8260990355
008f6bfb15db4013e3bb21b2b5d02b92	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	ND	0.8279575009
7fdafc226d135d8f67614ae6458b69e0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	ND	0.8700217827
86480d73e2078e5c99d50858c81df943	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	ND	0.884355869
1d1155ee8734419c5bfdf8cfa696f09c	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	ND	0.8957326283
98ffbdd66aaf0fadf5a5608ae984358a	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	ND	0.9051547108
d65a2d03a6f0c4934fc44988d969f0dd	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	ND	0.9070752014
a43486723a2a10cb8f13df48c4bc4185	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	ND	0.9093102004
ade22c74a4d3627cde7299de5d6fc94e	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	ND	0.918741152
e17f56d721a506609b34931a2ba42862	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	ND	0.9260846667
1c1ece8fc28634ec9f961361ff3395d2	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	ND	0.9300424842
390c7041e7e23d2ed9b3517113744d7f	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	ND	0.9683234046
8a5d232c6927a9d40da16d73c776c591	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	ND	0.9806182227
386039e8aa86855dd6942f0269830720	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	ND	0.9884724737
32da601fb44fe711cf0af653b09fff69	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	niastensis	0.776956504
4db952f727d40731fa1c4fb6ec63d7eb	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	niastensis	0.7867660271
738a4d7f756f93410f37b767745777d4	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	niastensis	0.7925517888
3c98722228e76676b026f58aaa27c785	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	niastensis	0.7931409879
ba8bb80345b75888464067f30bcb6647	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	niastensis	0.8034815243
dc8d2bb89589a2167b750e9bd66c9114	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	timonae	0.7144045187
3a199d6375681c0d44373c25d508c6a3	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	timonae	0.7163070452
b5a69a0d407b16427d8858747d69356c	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	timonae	0.7235105471
54f334c49afa4b52624051e5b1d00851	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	timonae	0.7525152506
8b7913f27a19e08d02ff7bebb47f0719	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	timonae	0.7596173884
26b36a989f673766934eb5da0820c72b	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	timonae	0.7804231168
